fid,경도,위도,교량,터널,ROAD_RANK,alti_mean,alti_stdev,alti_min,alti_max,terrain_mean,aspect_mean,sun_mean,sun_stdev,sun_min,azi_mean,Drainage Class,label,시도,시군구,읍면동
384,126.7276211,37.6626074,False,False,101.0,10.80356486,0.814081161,10.59685326,11.93614006,0.766198651,110.4231209,9.694370809,4.21e-05,9.694346428,237.7022085,4.0,1,경기도,고양시 일산서구,법곳동
385,126.9853037,37.41619376,False,False,103.0,60.36363358,2.911803368,58.25831223,64.98348999,2.634595071,83.37394561,9.715433784,4.51e-05,9.715419769,237.8899278,2.069089601,1,경기도,과천시,갈현동
386,127.1150183,37.27604427,False,False,101.0,67.81125801,1.564454538,65.76309204,68.64794922,4.667611565,167.9257714,9.727348721,4.27e-05,9.727331161,237.9855557,1.0,1,경기도,용인시 기흥구,구갈동
387,126.6332231,37.65263879,False,False,102.0,10.48727175,0.275982468,10.28798008,10.82285404,0.647642768,45.9110796,9.695251057,5.24e-05,9.695176125,237.6413602,2.0,1,경기도,김포시,양촌읍
388,127.0675795,37.19243786,False,False,101.0,49.44140523,1.063841749,48.89197922,51.20003128,1.303642468,222.1463332,9.734446526,0.0,9.734446526,237.9618835,2.0,1,경기도,화성시 동탄구,반송동
389,126.9909982,37.78715667,False,False,101.0,113.5727111,1.903275832,109.9003296,114.4144287,0.854999229,111.8525041,9.683684349,0.0,9.683684349,237.8632919,2.15508596,1,경기도,양주시,백석읍
390,127.0054566,37.83980969,False,False,101.0,106.0333401,1.067691899,104.8782654,107.0058289,5.285369483,253.974396,9.679127058,3.91e-05,9.679094315,237.8684694,1.499099099,1,경기도,양주시,은현면
391,127.5653722,37.22990539,True,False,103.0,57.68123549,1.018999034,56.44219208,58.41709518,1.554903286,320.0905235,9.731252997,5.31e-05,9.731251717,238.2791148,,1,경기도,여주시,가남읍
392,127.9276866,37.3518685,False,False,101.0,146.6981327,3.343976351,141.5929108,148.047821,2.622181185,163.840589,9.720912933,0.0,9.720912933,238.5019953,2.168587896,1,강원특별자치도,원주시,단계동
393,127.5531539,36.6501607,False,False,102.0,307.6867115,0.735988866,307.2592773,308.6357422,4.286781731,350.1138866,9.779943232,4.45e-05,9.779929161,238.3186781,1.914480776,1,충청북도,청주시 상당구,낭성면
394,127.4244315,36.60972537,False,False,101.0,54.418056,0.574474964,53.89490891,55.0396347,1.461335062,88.26522573,9.783307076,0.0,9.783307076,238.2401605,4.320057409,1,충청북도,청주시 흥덕구,석곡동
395,127.1406549,36.8257162,False,False,102.0,49.20175169,0.139758824,49.04045868,49.31598663,1.600294576,193.847365,9.765299797,1.78e-15,9.765299797,238.0403499,4.205533597,1,충청남도,천안시 서북구,성정동
396,127.1390453,36.83894481,False,True,102.0,65.1021251,1.557322457,62.89982224,65.12132263,2.41746786,34.22869854,9.764181544,4.32e-05,9.764168739,238.0381631,2.906743185,1,충청남도,천안시 서북구,두정동
397,126.4020796,36.72267285,False,False,101.0,41.95595942,4.322687994,40.14260483,48.60199356,4.504348796,268.8948167,9.773898374,4.64e-05,9.773889542,237.575521,2.0,1,충청남도,서산시,부석면
398,126.7967389,36.69610904,True,False,104.0,12.06596317,0.713724148,11.61828518,12.97061157,2.524968449,20.48339443,9.77612114,0.0,9.77612114,237.8316923,4.0,1,충청남도,예산군,오가면
399,126.4224036,34.80927923,False,False,103.0,3.660668623,0.029497516,3.628632545,3.687387466,0.260583667,16.29645639,9.929293115,4.69e-05,9.929225922,237.7843998,2.0,1,전라남도,목포시,상동
400,126.4172168,34.81140361,False,False,103.0,2.949979828,0.677961414,2.33038497,3.947198629,1.496493285,79.46938749,9.929099157,4.25e-05,9.929087639,237.7810603,2.698704104,1,전라남도,목포시,상동
401,126.4266019,34.810989,False,False,102.0,3.296022676,0.439854178,3.260894775,3.89185214,0.060974156,65.19433526,9.929152477,1.34e-06,9.929150581,237.7867779,,1,전라남도,목포시,옥암동
402,126.425055,34.80556687,False,False,103.0,3.301912475,0.052973807,3.256117582,3.36120224,0.222152806,101.3690867,9.929581642,1.78e-15,9.929581642,237.7866919,,1,전라남도,목포시,상동
403,126.9954714,34.90396196,True,False,103.0,82.04912679,6.49940241,80.50382996,93.84465027,1.390768207,241.0157808,9.921793938,0.0,9.921793938,238.132019,3.0,1,전라남도,화순군,이양면
404,126.6987765,34.81385305,False,False,102.0,6.635483596,1.375843902,5.836488724,8.409603119,1.352734016,349.2864251,9.92891407,0.0,9.92891407,237.9564819,2.365010799,1,전라남도,영암군,영암읍
405,126.2966003,35.11283853,False,False,102.0,7.970131985,1.150910086,6.398359299,8.392883301,3.024624877,216.615271,9.905197125,4.07e-05,9.905126572,237.6722242,3.117372577,1,전라남도,무안군,해제면
406,128.4455826,36.25876086,False,False,104.0,97.62865702,2.331069872,94.86341095,99.42342377,6.085354383,23.49310231,9.812349452,4.31e-05,9.812334061,238.914475,2.828848224,1,대구광역시,군위군,소보면
407,128.9934603,36.95597964,False,False,104.0,342.2591527,3.308879395,341.0437317,346.7780151,8.957443442,284.8485494,9.7543917,4.86e-05,9.754323006,239.2080477,1.75206909,1,경상북도,봉화군,소천면
408,126.3546001,33.33100617,True,False,103.0,,,,,,,,,,,2.0,1,제주특별자치도,서귀포시,안덕면
409,126.9457392,37.53420113,False,False,103.0,18.57905456,6.039725471,12.80503941,24.87328339,9.067043105,183.1668083,9.705359614,4.4e-05,9.705358505,237.8543174,2.0,1,서울특별시,용산구,청암동
410,127.0279865,37.6351043,False,False,101.0,30.0760746,0.0,30.0760746,30.0760746,1.188426256,349.4467468,9.696751732,4.76e-05,9.696684837,237.8994826,1.839368949,1,서울특별시,강북구,번동
411,126.9019197,37.4834156,False,False,103.0,13.74336513,0.111745674,13.7359066,13.90122128,0.329547541,277.7754591,9.709700679,4.66e-05,9.709688187,237.8301973,3.491026561,1,서울특별시,관악구,신림동
412,127.0668923,37.45594221,False,False,103.0,78.22830963,0.0,78.22830963,78.22830963,11.08455276,195.4815216,9.712067787,4.25e-05,9.712011337,237.9395699,2.853448276,1,서울특별시,서초구,내곡동
413,127.0520318,37.52478496,False,False,102.0,20.24904445,2.114760637,17.25873566,20.29882813,2.58985289,282.7145302,9.706168175,0.0,9.706168175,237.9240723,2.0,1,서울특별시,강남구,청담동
414,129.0061189,35.19782359,False,False,102.0,49.71564455,7.052168149,44.3370285,58.114254,7.447003472,19.41122135,9.898415342,4.12e-05,9.89834404,239.3475434,2.990322581,1,부산광역시,북구,구포동
415,128.6976667,35.9863944,False,False,104.0,421.2802997,3.555598582,416.25354,421.4077759,12.95498994,145.7054195,9.834697887,5.71e-07,9.834697723,239.0935321,1.0,1,대구광역시,동구,도학동
416,128.5861571,35.90084854,False,False,103.0,27.64770483,0.236968167,27.34940147,27.94164276,1.465782521,257.7240418,9.841672897,0.0,9.841672897,239.0310364,3.0,1,대구광역시,북구,침산동
417,126.6764888,37.43956664,False,False,102.0,32.65151975,4.567291604,31.45558739,39.9093399,4.015978123,248.2158735,9.713452642,3.76e-05,9.713418007,237.6878332,2.485652798,1,인천광역시,미추홀구,학익동
418,126.851791,35.15397233,False,False,101.0,20.23266183,0.067370928,20.14392662,20.26735687,0.644780782,218.2792598,9.901910782,0.0,9.901910782,238.0164385,4.0,1,광주광역시,서구,치평동
419,126.8627118,35.15574752,False,False,103.0,42.92227378,5.190805344,34.69072723,43.82437515,3.541643395,327.337248,9.901762009,1.78e-15,9.901762009,238.0230675,2.0,1,광주광역시,서구,쌍촌동
420,126.863408,35.16186607,False,False,101.0,23.22517183,1.466202829,23.01264954,25.56508446,0.994971832,225.5668858,9.901257515,0.0,9.901257515,238.0227356,4.0,1,광주광역시,서구,쌍촌동
421,126.8849315,35.17299515,True,False,101.0,27.98266618,0.289210214,27.7652874,28.40756989,0.323287991,223.7681208,9.900384903,0.0,9.900384903,238.0353088,4.0,1,광주광역시,북구,운암동
422,126.7985871,35.14757598,False,False,102.0,25.4279273,2.671081758,21.5435257,26.46141434,4.62719628,264.9322817,9.902420856,4.07e-05,9.902365685,237.9837555,2.0,1,광주광역시,광산구,소촌동
423,126.826147,35.14169098,False,False,104.0,18.36485899,0.488774082,17.77758789,18.72943115,0.868469998,164.8578901,9.902868358,4.39e-05,9.902856827,238.0015557,3.0,1,광주광역시,광산구,우산동
424,126.806413,35.17944644,True,False,102.0,20.06136461,0.650125071,20.05664825,20.9807682,0.365727916,221.1436172,9.899854865,4.33e-05,9.899841309,237.9852659,2.839913855,1,광주광역시,광산구,하남동
425,126.801572,35.16312948,False,False,103.0,38.81124414,2.66467299,35.05578613,39.12349319,1.718006948,183.3481123,9.901162136,3.87e-05,9.901141167,237.9840967,2.0,1,광주광역시,광산구,우산동
426,126.8428188,35.21313162,False,False,103.0,24.73437119,0.0,24.73437119,24.73437119,0.471486121,38.87475204,9.897159625,4.24e-05,9.897159576,238.0048208,2.917352415,1,광주광역시,광산구,월계동
427,126.7923678,35.13872119,False,False,104.0,16.74092704,0.748500257,15.78778934,17.10104561,0.290463238,122.6571679,9.903111458,3.83e-05,9.90308857,237.9806479,4.0,1,광주광역시,광산구,송정동
428,127.3242649,36.37635647,False,False,101.0,69.08559956,6.926189676,60.6228714,79.15314484,5.656676619,128.3680242,9.802669525,0.0,9.802669525,238.1968848,2.340379792,1,대전광역시,유성구,지족동
429,127.3095009,36.28385789,False,False,101.0,99.06097066,0.712671606,98.16325378,100.1680527,4.757098537,244.0742515,9.810294283,3.67e-05,9.810257912,238.1960362,2.615549982,1,대전광역시,유성구,방동
430,127.333199,36.33260837,False,True,102.0,53.51473056,0.546529219,53.10589218,54.28570175,0.484368741,302.6494947,9.80627195,3.81e-05,9.806240082,238.2064532,2.100828232,1,대전광역시,유성구,원신흥동
431,126.9732133,37.29805994,False,False,104.0,59.1269722,0.0,59.1269722,59.1269722,2.627445936,242.2426605,9.725477625,4.59e-05,9.725463867,237.8920756,2.0,1,경기도,수원시 장안구,율전동
432,127.0317532,37.24533112,False,False,104.0,30.15986026,0.868581957,28.80211449,30.96643639,0.539759095,216.2519754,9.729953766,0.0,9.729953766,237.9344709,2.0,1,경기도,수원시 권선구,곡반정동
433,127.0273197,37.26796919,False,False,104.0,43.73408799,0.033124529,43.70011902,43.76634598,1.996568431,273.7691279,9.728045464,0.0,9.728045464,237.9297485,2.0,1,경기도,수원시 팔달구,인계동
434,127.0505659,37.24560233,False,False,104.0,29.57446111,1.675926146,28.60366821,32.29146194,1.601285113,161.6867287,9.729948044,1.78e-15,9.729948044,237.9463643,4.0,1,경기도,수원시 영통구,망포동
435,126.8467693,37.44144164,False,True,104.0,21.72427509,1.006591654,21.06803322,23.55129242,1.094364606,197.2667929,9.713301997,4.05e-05,9.713251114,237.798095,3.196332255,1,경기도,광명시,노온사동
436,127.0455134,37.05953612,False,False,104.0,34.34051815,0.571293687,33.50032806,34.85233307,0.747268477,101.501322,9.745647754,5.05e-05,9.745641708,237.9592192,2.0,1,경기도,평택시,고덕동
437,126.8746674,37.36818521,False,False,102.0,65.00130827,7.391571879,55.25812912,68.78827667,2.486213695,121.1633283,9.719531059,1.78e-15,9.719531059,237.8222844,3.462558223,1,경기도,안산시 상록구,수암동
438,126.8721024,37.28901257,True,False,102.0,13.88437221,3.167556982,9.759533882,17.44393921,2.725326015,140.5334161,9.726271629,1.78e-15,9.726271629,237.8274565,3.0,1,경기도,안산시 상록구,본오동
439,126.8607034,37.302319,False,False,102.0,8.475184198,0.125658304,8.297502518,8.478223801,0.434343089,238.4124709,9.725129686,1.11e-06,9.725128174,237.8189229,5.956178161,1,경기도,안산시 상록구,본오동
440,126.7954406,37.34363085,False,False,101.0,13.21933399,1.622865975,13.14561081,16.00440216,0.457964346,235.2645403,9.721636627,5.32e-05,9.721561432,237.7733744,4.245954693,1,경기도,안산시 단원구,선부동
441,126.8145596,37.34068028,False,False,104.0,11.42925944,0.475727032,11.14200878,12.0376339,1.952348687,101.0005802,9.721858978,1.78e-15,9.721858978,237.7860333,5.0,1,경기도,안산시 단원구,선부동
442,126.8483002,37.61714967,True,False,101.0,13.36927537,0.827997191,12.36244678,13.96715069,0.403454999,260.0717145,9.698288168,3.8e-05,9.698225975,237.7845108,4.0,1,경기도,고양시 덕양구,행신동
443,126.7485889,37.68113671,False,False,101.0,16.0291493,2.928862791,13.56664276,19.78061104,2.754453898,268.6384065,9.692788124,1.78e-15,9.692788124,237.7140354,2.0,1,경기도,고양시 일산서구,대화동
444,126.9852124,37.41632406,False,False,101.0,61.68726075,2.872961192,58.25831223,64.98348999,3.364017891,105.0050754,9.715419769,0.0,9.715419769,237.8897925,2.027230383,1,경기도,과천시,갈현동
445,127.2849894,37.62929912,False,False,102.0,147.7249576,19.06849951,147.4908752,174.6908722,14.11084265,80.4212838,9.697238922,0.0,9.697238922,238.0664215,2.0,1,경기도,남양주시,화도읍
446,127.1151847,37.27659466,False,False,104.0,74.07004318,5.037993012,65.76309204,75.83576202,3.969143798,156.0411091,9.72732922,4.35e-05,9.727253914,237.9857264,1.0,1,경기도,용인시 기흥구,구갈동
447,127.2184813,37.107952,True,False,104.0,49.45526012,3.746386016,44.82424927,53.23421097,0.884359018,304.3253005,9.741568565,0.0,9.741568565,238.0663328,3.0,1,경기도,안성시,양성면
448,127.2380968,37.39350708,False,False,101.0,47.78182988,0.384364368,47.50427246,48.24919891,1.256368376,269.006127,9.717372082,4.01e-05,9.717344284,238.0551422,3.0,1,경기도,광주시,장지동
449,127.0937826,37.82181933,False,False,103.0,96.39105995,0.631948048,95.55285645,96.70111084,1.193322401,59.64734266,9.680697439,4.46e-05,9.680620193,237.927129,2.0,1,경기도,양주시,옥정동
450,126.9915951,37.7870601,False,False,102.0,112.6742805,2.29826583,109.4899826,114.4144287,1.008353105,119.845704,9.683684313,6.49e-07,9.683683395,237.86337,2.0,1,경기도,양주시,백석읍
451,127.0060985,37.83984393,False,False,104.0,117.7612501,8.730456257,104.8782654,121.2679596,4.756151656,242.2228679,9.679121285,4.05e-05,9.679093361,237.8685925,2.154261057,1,경기도,양주시,은현면
452,127.1464689,37.82798298,False,False,102.0,114.2729954,4.245526648,113.0997925,120.1613388,2.083070382,152.625475,9.680139542,0.0,9.680139542,237.9611097,2.0,1,경기도,포천시,소흘읍
453,127.5514844,36.65068475,False,False,104.0,308.2397813,2.229493961,306.3675232,312.0369568,2.53541742,44.26682854,9.779927639,5.15e-05,9.779854774,238.3178082,3.970905172,1,충청북도,청주시 상당구,낭성면
454,127.5127824,36.61723562,False,False,103.0,63.60860154,1.801440085,61.20494843,65.88208771,0.970451344,308.0355201,9.782704353,0.0,9.782704353,238.2957649,3.0,1,충청북도,청주시 상당구,용암동
455,127.4663807,36.64917617,False,False,102.0,76.53993379,6.457436403,66.84096527,77.84849548,3.753052096,133.5351403,9.780032845,3.48e-05,9.780004501,238.263787,1.043462644,1,충청북도,청주시 흥덕구,봉명동
456,127.4240904,36.60973417,False,False,102.0,55.03378875,0.80532027,53.89490891,55.0396347,1.896143686,56.91278578,9.783307076,0.0,9.783307076,238.2401123,4.0,1,충청북도,청주시 흥덕구,석곡동
457,127.4601592,36.63826716,False,False,104.0,70.12130038,0.859686298,68.90552521,70.12473297,0.906434599,44.82336008,9.780948714,3.84e-05,9.780903816,238.260466,1.605679367,1,충청북도,청주시 흥덕구,봉명동
458,127.4864572,36.96740881,False,False,104.0,79.72295621,0.975376536,78.34429932,79.76794434,2.047516601,127.8409946,9.753412319,3.57e-05,9.753383636,238.2498906,2.0,1,충청북도,음성군,대소읍
459,127.1335295,36.81698987,False,False,102.0,54.56833198,1.662325463,52.58874512,55.83635712,2.00653316,110.0570226,9.766044781,4.73e-05,9.765978813,238.0365947,2.008629989,1,충청남도,천안시 서북구,성정동
460,127.1402532,36.82605943,False,False,102.0,49.48317413,1.8962005,49.04045868,52.1280098,1.577158187,185.3488475,9.765283201,4.45e-05,9.765222549,238.0400804,3.211358735,1,충청남도,천안시 서북구,성정동
461,126.42319,34.80926568,False,False,104.0,3.620126699,0.052288488,3.546670437,3.628632545,0.204323683,15.91405957,9.929294855,4.88e-05,9.929225922,237.7849249,,1,전라남도,목포시,상동
462,126.4174051,34.81246481,False,False,104.0,3.272448009,0.765985537,2.352070332,3.843738317,0.892048742,119.5329796,9.929016113,0.0,9.929016113,237.7810974,4.963453959,1,전라남도,목포시,상동
463,126.9952627,34.90409184,True,False,104.0,84.10818351,5.41216885,80.50382996,93.84465027,2.927041744,201.9233069,9.921789371,3.99e-05,9.921720505,238.1320109,3.0,1,전라남도,화순군,이양면
464,126.3545752,33.3309392,True,False,104.0,,,,,,,,,,,2.0,1,제주특별자치도,서귀포시,안덕면
465,127.0324282,37.56277452,False,False,104.0,28.9145444,0.782738101,27.80805779,28.94687462,1.185836371,150.184321,9.70293808,0.0,9.70293808,237.9083557,2.0,1,서울특별시,성동구,하왕십리동
466,127.0343713,37.55839758,False,False,102.0,18.02969535,1.073521359,17.64101791,20.1411953,0.821875114,98.13470425,9.703322411,0.0,9.703322411,237.9100489,2.0,1,서울특별시,성동구,행당동
467,126.9034097,37.52403496,False,False,104.0,10.93925476,0.337609069,10.46180344,10.93925476,0.292866051,86.7045746,9.706229143,4.15e-05,9.706223488,237.8280458,4.0,1,서울특별시,영등포구,영등포동7가
468,126.9019197,37.4834156,False,False,101.0,13.74336513,0.111745674,13.7359066,13.90122128,0.329547541,277.7754591,9.709700679,4.66e-05,9.709688187,237.8301973,3.491026561,1,서울특별시,관악구,신림동
469,127.1309208,37.51555991,False,False,103.0,18.78181728,1.096134188,18.6891346,20.5166378,0.449133718,321.1330271,9.706984335,4.11e-05,9.706913948,237.9761403,4.586800574,1,서울특별시,송파구,방이동
470,127.1427595,37.55474173,False,False,101.0,31.5797044,0.855093937,30.70639229,32.41618347,1.622267304,309.0298365,9.703604249,5.04e-05,9.703598022,237.9803149,2.835976929,1,서울특별시,강동구,암사동
471,128.4455603,36.25876103,False,False,101.0,97.81951371,2.378136981,94.86341095,99.42342377,6.152017435,22.90019832,9.812349453,4.31e-05,9.812334061,238.914475,2.821082825,1,대구광역시,군위군,소보면
472,126.6764888,37.43956664,False,False,102.0,32.65151975,4.567291604,31.45558739,39.9093399,4.015978123,248.2158735,9.713452642,3.76e-05,9.713418007,237.6878332,2.485652798,1,인천광역시,미추홀구,학익동
473,126.6763518,37.52880782,False,False,101.0,26.83386705,1.214068022,26.1290226,28.39947128,3.661177329,151.5739582,9.705835565,3.95e-05,9.705801964,237.6799644,2.0,1,인천광역시,서구,가정동
474,126.8870138,35.1603909,False,False,103.0,30.12734344,0.765133436,29.87817192,31.41854095,0.987938207,297.9472616,9.901391983,0.0,9.901391983,238.037908,3.0,1,광주광역시,서구,농성동
475,126.851791,35.15397233,False,False,104.0,20.23266183,0.067370928,20.14392662,20.26735687,0.644780782,218.2792598,9.901910782,0.0,9.901910782,238.0164385,4.0,1,광주광역시,서구,치평동
476,126.8602549,35.12120877,False,False,102.0,33.47145434,0.481576025,32.80195618,33.59636688,0.544930796,287.1645581,9.904498975,5e-05,9.904496193,238.0250742,6.0,1,광주광역시,서구,풍암동
477,126.8804681,35.17604329,False,False,102.0,31.0883257,1.503456859,28.96225357,31.11245728,4.542692837,218.960242,9.900143333,3.48e-05,9.900097847,238.032228,3.604316547,1,광주광역시,북구,운암동
478,126.8982252,35.15952737,False,False,102.0,33.2727456,2.267240081,28.84267235,34.23815918,0.614274122,237.6144704,9.901460648,0.0,9.901460648,238.0450134,1.0,1,광주광역시,북구,임동
479,126.8784775,35.20719066,False,False,103.0,36.20315643,0.783083062,35.48991013,37.05033875,2.030591214,302.5514677,9.897652626,2.02e-06,9.897649765,238.0275269,2.098088713,1,광주광역시,북구,양산동
480,126.801572,35.16312948,False,False,104.0,38.81124414,2.66467299,35.05578613,39.12349319,1.718006948,183.3481123,9.901162136,3.87e-05,9.901141167,237.9840967,2.0,1,광주광역시,광산구,우산동
481,126.8171053,35.179997,False,False,104.0,21.11386434,0.727275428,20.81533051,22.20590401,0.577435375,118.5045498,9.89983743,5.05e-05,9.899765968,237.9919433,4.0,1,광주광역시,광산구,신가동
482,126.7923678,35.13872119,False,False,101.0,16.74092704,0.748500257,15.78778934,17.10104561,0.290463238,122.6571679,9.903111458,3.83e-05,9.90308857,237.9806479,4.0,1,광주광역시,광산구,송정동
483,126.826147,35.14169098,False,False,102.0,18.36485899,0.488774082,17.77758789,18.72943115,0.868469998,164.8578901,9.902868358,4.39e-05,9.902856827,238.0015557,3.0,1,광주광역시,광산구,우산동
484,126.7985871,35.14757598,False,False,103.0,25.4279273,2.671081758,21.5435257,26.46141434,4.62719628,264.9322817,9.902420856,4.07e-05,9.902365685,237.9837555,2.0,1,광주광역시,광산구,소촌동
485,126.8463423,35.21753067,False,False,102.0,24.67171258,0.215850323,24.42526436,24.95299149,0.184775091,125.7014111,9.896813403,4.15e-05,9.896800041,238.006426,3.886609071,1,광주광역시,광산구,쌍암동
486,127.4329276,36.34677903,False,False,102.0,54.39288698,1.273831588,52.59894562,54.55741119,1.642741695,275.1117424,9.805114746,1.78e-15,9.805114746,238.2687168,2.154731918,1,대전광역시,동구,성남동
487,126.9365306,37.27556361,False,False,104.0,56.27298874,0.777186294,55.54167175,57.32426453,0.811446345,93.78578806,9.727391747,1.08e-06,9.727390289,237.8702287,3.248743719,1,경기도,수원시 권선구,금곡동
488,127.0254183,37.26744047,False,False,103.0,37.10495377,0.0,37.10495377,37.10495377,0.77047646,217.8503418,9.728091952,3.87e-05,9.728045464,237.9283308,3.585523947,1,경기도,수원시 팔달구,인계동
489,127.0312661,37.26598919,False,False,102.0,44.45810538,0.064269777,44.3672142,44.45815659,2.217599051,323.7696758,9.728197859,1.22e-06,9.728196144,237.9321692,2.0,1,경기도,수원시 팔달구,인계동
490,127.0734487,37.25367336,False,False,104.0,61.91588459,2.614585495,57.75811005,63.63526535,4.878559918,136.5104196,9.729251862,1.78e-15,9.729251862,237.9606549,2.198922801,1,경기도,수원시 영통구,영통동
491,127.1445788,37.44494993,False,False,103.0,46.79492161,0.543253275,46.68518829,47.55532074,3.746912125,167.9343459,9.7129879,0.0,9.7129879,237.9905692,2.0,1,경기도,성남시 수정구,신흥동
492,127.104391,37.37111467,False,False,103.0,40.20689915,0.85695233,39.54644775,41.57149124,0.300547229,279.3682745,9.7192941,1.05e-06,9.719293594,237.9708141,4.0,1,경기도,성남시 분당구,정자동
493,127.1282067,37.40880868,False,False,102.0,30.25667713,0.693442002,30.00853348,31.20543861,0.573220636,18.87186555,9.716064453,0.0,9.716064453,237.9830627,4.0,1,경기도,성남시 분당구,야탑동
494,127.1200697,37.38178884,False,False,101.0,37.00156934,0.070733516,36.96532059,37.09480286,0.266943375,270.8778319,9.718368365,9.68e-07,9.718367577,237.9799827,2.987760979,1,경기도,성남시 분당구,수내동
495,126.788014,37.50287651,False,False,103.0,15.6666523,0.738594506,14.87978268,16.90759087,1.024351693,200.6981447,9.708049279,1.07e-06,9.70804882,237.7549165,4.0,1,경기도,부천시 원미구,춘의동
496,126.8463901,37.44084465,False,False,103.0,21.1572939,0.497666521,20.32987785,21.38186264,0.628605474,199.8028835,9.713329972,4.26e-05,9.713328362,237.7980894,6.0,1,경기도,광명시,노온사동
497,127.0455134,37.05953612,False,False,103.0,34.34051815,0.571293687,33.50032806,34.85233307,0.747268477,101.501322,9.745647754,5.05e-05,9.745641708,237.9592192,2.0,1,경기도,평택시,고덕동
498,126.8746674,37.36818521,False,False,103.0,65.00130827,7.391571879,55.25812912,68.78827667,2.486213695,121.1633283,9.719531059,1.78e-15,9.719531059,237.8222844,3.462558223,1,경기도,안산시 상록구,수암동
499,126.872165,37.28893628,True,False,104.0,13.07709062,3.167650614,9.759533882,17.44393921,2.780492052,140.7107574,9.726271629,0.0,9.726271629,237.8275361,3.0,1,경기도,안산시 상록구,본오동
500,126.7769208,37.44303146,True,False,102.0,33.21974182,0.0,33.21974182,33.21974182,1.802917242,150.8479462,9.713147337,4.46e-05,9.713130951,237.7525831,2.810655148,1,경기도,시흥시,신천동
501,127.1151847,37.27659466,False,False,102.0,74.07004318,5.037993012,65.76309204,75.83576202,3.969143798,156.0411091,9.72732922,4.35e-05,9.727253914,237.9857264,1.0,1,경기도,용인시 기흥구,구갈동
502,126.9915951,37.7870601,False,False,104.0,112.6742805,2.29826583,109.4899826,114.4144287,1.008353105,119.845704,9.683684313,6.49e-07,9.683683395,237.86337,2.0,1,경기도,양주시,백석읍
503,127.0655903,38.02914278,True,False,102.0,55.22155798,2.305651533,54.23702621,58.33005524,1.753570259,65.31452248,9.662759041,4.66e-05,9.662693977,237.8926044,2.0,1,경기도,연천군,전곡읍
504,128.0333802,37.26276669,False,False,101.0,349.4810767,4.524393403,346.8856506,355.3294983,6.333638308,306.5312452,9.728481829,3.86e-05,9.728449821,238.5764532,2.475227503,1,강원특별자치도,원주시,판부면
505,127.45917,36.6388698,False,False,101.0,65.39962006,0.0,65.39962006,65.39962006,3.093055964,324.7673645,9.780903816,0.0,9.780903816,238.2598157,1.992797983,1,충청북도,청주시 흥덕구,봉명동
506,127.4240904,36.60973417,False,False,104.0,55.03378875,0.80532027,53.89490891,55.0396347,1.896143686,56.91278578,9.783307076,0.0,9.783307076,238.2401123,4.0,1,충청북도,청주시 흥덕구,석곡동
507,127.4647585,36.64919824,False,False,102.0,75.87777207,0.479166824,75.08242798,76.39283752,1.737766524,201.8367903,9.780029023,3.87e-05,9.780004501,238.2624861,3.9356578,1,충청북도,청주시 흥덕구,봉명동
508,127.4864572,36.96740881,False,False,101.0,79.72295621,0.975376536,78.34429932,79.76794434,2.047516601,127.8409946,9.753412319,3.57e-05,9.753383636,238.2498906,2.0,1,충청북도,음성군,대소읍
509,127.1335295,36.81698987,False,False,101.0,54.56833198,1.662325463,52.58874512,55.83635712,2.00653316,110.0570226,9.766044781,4.73e-05,9.765978813,238.0365947,2.008629989,1,충청남도,천안시 서북구,성정동
510,127.074173,36.77471259,False,False,103.0,21.43376486,2.026725236,18.48741722,21.90451431,1.215423626,15.98671536,9.769554816,4.33e-05,9.769539833,238.0023621,3.0,1,충청남도,아산시,배방읍
511,127.103618,35.82426113,False,False,102.0,25.52620457,0.222222485,25.50398636,25.80961418,0.28166188,70.01738988,9.847922484,4.64e-05,9.847857475,238.1082964,3.697991392,1,전북특별자치도,전주시 완산구,효자동3가
512,127.1196306,35.81246384,False,False,102.0,29.48438662,1.658108035,27.13975716,29.52122688,1.971953377,291.8488416,9.848880666,1.28e-06,9.84887886,238.1192696,4.0,1,전북특별자치도,전주시 완산구,중화산동2가
513,127.1181562,35.81719716,False,False,103.0,26.2894624,0.591690253,26.0722084,27.09754372,0.457345157,283.7542118,9.848490531,3.88e-05,9.848441124,238.1180731,4.0,1,전북특별자치도,전주시 완산구,중화산동2가
514,126.7161683,35.96531676,False,False,104.0,5.829853748,0.266343637,5.460451126,5.90347147,0.085261423,36.32445348,9.836405754,0.0,9.836405754,237.8491821,4.0,1,전북특별자치도,군산시,수송동
515,126.4231793,34.80940963,False,False,101.0,3.583822175,0.152720387,3.322468042,3.730791092,0.195964598,55.33299101,9.929276499,3.85e-05,9.929225922,237.7848971,,1,전라남도,목포시,상동
516,126.7096572,34.71840604,False,False,103.0,81.31304216,3.051457822,78.89864349,86.5250473,4.709516112,76.20042585,9.936458588,0.0,9.936458588,237.9735239,4.0,1,전라남도,강진군,성전면
517,129.3511936,36.71938764,True,False,103.0,105.8623063,1.665055709,104.462265,107.7556381,3.858922149,180.735295,9.77419388,4.02e-05,9.774141312,239.4491748,,1,경상북도,울진군,온정면
518,126.3545752,33.3309392,True,False,101.0,,,,,,,,,,,2.0,1,제주특별자치도,서귀포시,안덕면
